,nodeA,nodeB
550,6400,1276
551,3554,12486
552,13669,18511
553,13082,9858
554,11377,15601
555,2408,9845
556,9053,15773
557,12262,12595
558,9731,14475
559,2224,9841
560,15424,10917
561,2486,14379
562,1744,6351
563,19599,13856
564,5764,3715
565,15197,11690
566,1170,40
567,10982,2214
568,3649,10473
569,19246,916
570,14423,11073
571,12444,15158
572,17190,12925
573,4353,6267
574,5228,16513
575,6366,3805
576,3536,2059
577,8013,8504
578,17456,6720
579,15564,12738
580,1170,4526
581,15311,769
582,11921,15297
583,18754,19239
584,15355,14141
585,7696,9286
586,14082,4821
587,6062,17732
588,18013,1353
589,11753,18724
590,5901,7901
591,9719,14561
592,17845,1237
593,6758,4882
594,2384,10160
595,4526,11194
596,17721,5478
597,4525,6567
598,3168,3263
599,242,18690
600,11377,2045
601,409,16826
602,3367,9035
603,11592,3440
604,8989,10362
605,785,4604
606,13616,2073
607,17799,5071
608,3598,2681
609,10588,11558
610,5915,6810
611,18919,17484
612,3810,14599
613,16099,17418
614,12248,1814
615,187,15271
616,4159,6455
617,19103,625
618,14294,11047
619,6436,19033
620,14241,10572
621,1633,10249
622,19213,16899
623,12201,186
624,15783,14599
625,8040,6368
626,5640,10580
627,10732,7671
628,9956,7867
629,11667,5165
630,16525,3834
631,7295,12645
632,6436,16523
633,4052,7420
634,2737,7075
635,12827,12821
636,19399,4081
637,9119,12764
638,4879,8914
639,15816,16513
640,18402,17081
641,3853,7167
642,17993,2430
643,2012,3892
644,12043,18087
645,1272,15956
646,10762,19599
647,12244,19645
648,15334,19698
649,6442,9092
650,11832,16909
651,2737,13194
652,18131,11271
653,13970,4503
654,11385,11663
655,17626,6194
656,587,8266
657,18013,14234
658,8625,7856
659,15011,18845
660,14000,16634
661,3626,14493
662,18877,11781
663,8930,10184
664,9411,1100
665,17173,17904
666,14241,2471
667,16196,8209
668,5855,1020
669,15022,3895
670,2308,10853
671,11500,15573
672,1639,14403
673,6062,7129
674,13308,11923
675,1852,5962
676,6284,7637
677,18711,6970
678,16010,13986
679,19431,17516
680,3956,14795
681,12944,18113
682,19522,1225
683,18017,16650
684,10138,2929
685,8342,5169
686,835,14289
687,1733,8256
688,4698,13690
689,9083,10884
690,14436,16473
691,12719,4375
692,12385,19494
693,9940,5481
694,19250,16951
695,15563,15836
696,7872,2148
697,16983,19453
698,7601,8776
699,16425,2075
700,17929,16182
701,3930,13332
702,3951,6695
703,3015,12359
704,18754,6446
705,19250,8495
706,3755,19653
707,18818,16851
708,2352,1100
709,15904,14063
710,9041,12571
711,14921,3510
712,13554,12486
713,9130,11308
714,2620,15247
715,15415,13632
716,8691,3970
717,15949,13632
718,759,936
719,13825,7221
720,16085,7012
721,14279,4524
722,10409,7944
723,9787,10435
724,6689,18957
725,18355,16517
726,2918,15299
727,1969,7452
728,7032,14269
729,19519,5191
730,15192,10411
731,15186,5798
732,17990,7985
733,2070,12172
734,279,8306
735,10138,3236
736,13113,6942
737,4933,11555
738,434,8134
739,10221,10895
740,8349,17793
741,7216,14411
742,10013,11710
743,12377,5065
744,16089,12974
745,12990,12519
746,12066,12069
747,1012,15518
748,2620,15639
749,14940,16902
750,1407,12705
751,11615,18394
752,3208,17264
753,10958,9022
754,8988,16824
755,16047,1824
756,15264,2468
757,15510,11629
758,18523,6798
759,15223,9661
760,8391,19641
761,10609,12362
762,7070,4928
763,18612,18321
764,18920,8481
765,845,4724
766,18052,16581
767,16505,6863
768,4970,8995
769,17865,13903
770,11077,11841
771,7540,16217
772,4914,15707
773,6786,13476
774,16349,4680
775,18701,5359
776,19619,14617
777,3969,4169
778,4996,18322
779,712,17928
780,8893,5359
781,18596,18122
782,3168,9301
783,17485,14765
784,17641,17909
785,3463,6724
786,17438,9851
787,8892,3383
788,2908,7991
789,17697,16565
790,7534,2399
791,1263,4442
792,15615,9034
793,2583,10225
794,223,5536
795,13992,13202
796,785,19068
797,9234,15773
798,6339,15649
799,19402,13853
800,13151,16648
801,12496,18049
802,18543,5736
803,2767,1147
804,9382,5290
805,3139,183
806,1717,17179
807,6552,4831
808,5405,10284
809,7444,2765
810,2156,4901
811,15585,13726
812,8699,2352
813,17409,3668
814,3617,14863
815,14913,3020
816,17792,6666
817,15003,6892
818,67,14217
819,19079,14316
820,1180,4310
821,8634,12806
822,14809,1498
823,17470,4002
824,1440,16452
825,18898,13870
826,9234,9653
827,1710,1611
828,14294,10438
829,511,791
830,16383,10895
831,8625,17171
832,4020,1634
833,12052,6398
834,10773,2243
835,13505,781
836,6789,19390
837,17464,10034
838,18385,3834
839,172,8477
840,14423,18275
841,2443,9495
842,18587,5181
843,8682,9917
844,6436,4382
845,8487,11954
846,14521,8296
847,16147,13492
848,2884,14244
849,13023,19067
850,3626,6677
851,3755,13614
852,6727,19525
853,4442,6428
854,4779,6420
855,11505,17015
856,8155,11064
857,13554,3834
858,17156,3961
859,19550,13157
860,6782,15377
861,19213,725
862,2565,14612
863,3535,13321
864,17260,2130
865,18306,16432
866,148,7093
867,15355,3539
868,7768,1884
869,5464,6589
870,6006,3212
871,16019,1980
872,18541,19631
873,11282,13751
874,2620,6289
875,4044,11837
876,17626,16703
877,12226,8679
878,6256,6453
879,8845,17157
880,3700,11484
881,10874,9688
882,77,391
883,5733,5426
884,7043,8194
885,12924,514
886,9289,5301
887,2570,6164
888,14292,2628
889,5093,18114
890,17168,5997
891,6395,18574
892,5498,16780
893,619,2193
894,8372,3168
895,4449,4731
896,19274,14596
897,6565,18428
898,10732,15466
899,4526,4484
900,2604,11028
901,8069,15413
902,9627,4057
903,15949,2012
904,14279,173
905,16047,5999
906,4928,13188
907,5566,11758
908,938,13298
909,19078,16700
910,18331,6681
911,15615,17182
912,17744,18460
913,11579,5608
914,19630,842
915,12083,12639
916,6794,5848
917,11832,3455
918,11165,3988
919,16574,4375
920,8760,18296
921,4964,2419
922,756,7303
923,159,18296
924,15647,7419
925,10805,8799
926,18888,10820
927,15211,8078
928,18556,18358
929,9437,6216
930,4594,2252
931,17721,7226
932,9094,18270
933,3289,17111
934,12151,13425
935,17591,17722
936,4282,5859
937,12996,14503
938,2441,16448
939,18039,15281
940,15911,18284
941,17168,17878
942,3463,15836
943,4879,18823
944,12117,901
945,210,13369
946,8124,13938
947,12083,63
948,17190,9811
949,12148,12978
950,6407,16815
951,12970,18026
952,4970,19635
953,19712,2494
954,7999,10432
955,9272,14124
956,15510,14881
957,3710,7429
958,7623,18713
959,14814,1283
960,9321,14481
961,17761,18161
962,2156,14232
963,2757,5929
964,18267,7112
965,2929,4278
966,15396,13735
967,6462,12939
968,16591,15133
969,11161,7211
970,18017,10544
971,12985,4691
972,8157,440
973,15355,5632
974,5413,10167
975,2162,13051
976,14565,16571
977,15817,3517
978,1434,12952
979,18877,6518
980,13729,8720
981,5584,10566
982,17173,15124
983,7694,19079
984,9643,6463
985,14956,19697
986,876,3382
987,7884,9790
988,8930,7449
989,3661,12180
990,16055,14963
991,6549,133
992,15159,11582
993,2727,5341
994,19508,8646
995,1344,9114
996,12985,9653
997,8555,1645
998,9869,19269
999,5104,12980
1000,19700,7201
1001,10425,15874
1002,3303,5121
1003,3154,12215
1004,2690,14428
1005,10851,16390
1006,223,2060
1007,11145,10405
1008,785,17538
1009,7666,9322
1010,11796,18820
1011,19578,8598
1012,11667,7075
1013,2641,7774
1014,603,4267
1015,80,10469
1016,14019,17520
1017,8304,1681
1018,14701,17843
1019,19403,17071
1020,2111,19088
1021,16569,14561
1022,8304,14596
1023,13999,7162
1024,16755,435
1025,12924,6509
1026,6752,8406
1027,4817,10502
1028,18607,570
1029,8691,1908
1030,6045,574
1031,17620,18547
1032,11424,8271
1033,3614,10287
1034,5134,13382
1035,8250,8799
1036,7028,4583
1037,10732,4414
1038,6084,17688
1039,10806,5266
1040,9766,2243
1041,14663,18737
1042,4095,14318
1043,1994,18735
1044,3115,768
1045,7456,17211
1046,19712,6598
1047,5844,11849
1048,16418,3718
1049,8858,6438
1050,12043,3684
1051,17902,3115
1052,8928,11422
1053,4449,7322
1054,16915,15627
1055,13630,14935
1056,434,1902
1057,6529,186
1058,407,16595
1059,11377,6887
1060,7644,1645
1061,13776,12446
1062,5380,4631
1063,11910,4577
1064,2112,11761
1065,16377,19614
1066,13559,9233
1067,19337,6268
1068,4258,12445
1069,3919,7384
1070,19476,16155
1071,15355,16574
1072,11318,5059
1073,5844,19515
1074,3925,1560
1075,11727,12035
1076,19072,12569
1077,13457,15133
1078,336,13070
1079,12442,1333
1080,12553,3612
1081,3570,16549
1082,9823,4898
1083,16746,16262
1084,10655,15335
1085,16403,4872
1086,10013,2322
1087,3461,10979
1088,12117,4725
1089,6367,8718
1090,3463,10809
1091,7616,14116
1092,8209,10028
1093,19715,11358
1094,14952,13654
1095,7134,5954
1096,7230,3505
1097,16531,3834
1098,4730,5330
1099,12388,10657
1100,3091,18272
1101,17080,8822
1102,16643,11912
1103,16533,14212
1104,18481,5101
1105,404,12835
1106,6177,8349
1107,15866,14843
1108,18687,1346
1109,15757,6876
1110,18979,19452
1111,11910,3240
1112,18567,12622
1113,6813,5473
1114,11794,17182
1115,15812,10156
1116,11607,7149
1117,5107,2229
1118,6039,1031
1119,19422,5764
1120,1224,5497
1121,16264,3750
1122,6462,16657
1123,9576,4466
1124,3424,19590
1125,16742,496
1126,8582,18304
1127,16403,15325
1128,17081,6817
1129,2481,16792
1130,1440,18276
1131,3384,13192
1132,14645,17747
1133,1809,9835
1134,17989,349
1135,13399,16974
1136,603,1396
1137,16323,11961
1138,19026,3655
1139,2199,9501
1140,12088,716
1141,12117,16744
1142,10883,15907
1143,13668,14835
1144,7410,16748
1145,12985,19581
1146,19274,13255
1147,16088,19173
1148,17796,3731
1149,18974,16530
1150,15970,2195
1151,2519,2279
1152,8552,436
1153,2332,2768
1154,5844,3304
1155,4912,18750
1156,19010,2655
1157,12413,15949
1158,15011,6687
1159,297,15171
1160,13220,13929
1161,18178,12622
1162,7711,5093
1163,396,1700
1164,10749,17735
1165,18322,14344
1166,5107,12294
1167,3495,17828
1168,11611,13395
1169,3726,4042
1170,8908,14809
1171,3869,10649
1172,1449,19221
1173,15866,5925
1174,9848,1105
1175,17335,13309
1176,16755,6410
1177,6366,10188
1178,18293,7107
1179,9959,16166
1180,15812,2289
1181,1735,19182
1182,5354,11198
1183,8380,8296
1184,19566,11368
1185,11353,3370
1186,8319,3778
1187,4734,16395
1188,1339,784
1189,336,12163
1190,11727,1479
1191,948,11801
1192,13042,18153
1193,13005,18113
1194,3773,18935
1195,4686,5743
1196,13660,4158
1197,2179,10344
1198,5783,18377
1199,16196,19001
1200,535,10982
1201,9350,13080
1202,12970,19466
1203,7742,3382
1204,16569,15836
1205,9287,669
1206,3315,12206
1207,10013,18202
1208,365,9213
1209,15510,3229
1210,17190,6000
1211,19696,12803
1212,7217,9570
1213,11513,5906
1214,17510,11740
1215,3850,17092
1216,4724,3910
1217,5308,877
1218,19010,11280
1219,11944,5173
1220,8518,5396
1221,5980,13222
1222,15211,18013
1223,12257,5199
1224,8319,750
1225,6727,14790
1226,11424,4324
1227,6070,12062
1228,2508,10527
1229,5229,2243
1230,19239,1497
1231,576,16780
1232,12652,1585
1233,13977,18378
1234,18409,5037
1235,3055,19033
1236,4797,17497
1237,568,19311
1238,18013,10731
1239,15759,14638
1240,19369,15500
1241,9033,7922
1242,841,3159
1243,3656,1215
1244,16402,16712
1245,18666,7716
1246,9800,6887
1247,8908,16601
1248,3901,16879
1249,18471,11016
1250,11925,8696
1251,1300,2289
1252,603,14863
1253,17993,7012
1254,19495,618
1255,17039,18284
1256,16749,17815
1257,67,13173
1258,8928,13294
1259,19612,14255
1260,7884,16144
1261,5844,7199
1262,13661,18602
1263,18431,9696
1264,2417,6234
1265,16011,10626
1266,9794,15228
1267,1846,12899
1268,1443,11205
1269,14838,13641
1270,1039,3885
1271,7750,84
1272,3092,7671
1273,11806,9021
1274,4442,1645
1275,8139,7075
1276,17092,9247
1277,10123,13318
1278,11412,5803
1279,16238,17750
1280,17489,1463
1281,11534,4030
1282,5498,11660
1283,19222,7859
1284,3556,10264
1285,12877,16573
1286,17360,10595
1287,8511,8900
1288,18977,13838
1289,2488,10775
1290,514,1563
1291,2905,11644
1292,14327,4976
1293,15142,8852
1294,464,8168
1295,3038,10499
1296,3761,17423
1297,17603,12305
1298,16199,15882
1299,16755,18984
1300,15270,12156
1301,13598,6316
1302,5662,6703
1303,7456,17152
1304,6416,14990
1305,2324,14244
1306,2092,928
1307,5969,8037
1308,7879,11583
1309,12018,11495
1310,3606,11321
1311,5520,13853
1312,4064,9475
1313,9873,5533
1314,7416,11841
1315,3182,14792
1316,6048,15687
1317,19687,4935
1318,19473,18805
1319,3292,9097
1320,17973,7075
1321,3497,2819
1322,3245,7898
1323,14070,12428
1324,19712,7276
1325,12004,14095
1326,15122,6738
1327,12248,16987
1328,6171,8940
1329,18524,17104
1330,10814,6102
1331,11002,19511
1332,18961,7792
1333,5895,9892
1334,11936,6718
1335,19263,13308
1336,11836,3524
1337,13523,2437
1338,19250,11305
1339,15197,6767
1340,18571,4633
1341,1453,14812
1342,1744,1908
1343,10857,7671
1344,17958,18827
1345,13372,16048
1346,18016,10679
1347,4594,6341
1348,3951,1287
1349,17929,4228
1350,7092,14329
1351,9633,16452
1352,8465,4894
1353,17620,6651
1354,8815,3000
1355,5661,18763
1356,4818,3232
1357,16550,12694
1358,12719,16421
1359,8093,332
1360,13095,2051
1361,16487,8258
1362,11669,11998
1363,631,2980
1364,11161,9315
1365,1045,5903
1366,15002,12227
1367,11753,936
1368,17743,6917
1369,9656,301
1370,18906,2102
1371,4464,17303
1372,12264,17066
1373,9547,9131
1374,14972,17221
1375,13618,6383
1376,16566,72
1377,10664,5727
1378,17845,4153
1379,3137,11954
1380,16199,4578
1381,13997,11701
1382,8729,4565
1383,16574,13308
1384,9083,10045
1385,11012,3922
1386,24,14177
1387,2526,6236
1388,19071,11215
1389,7671,7075
1390,703,1121
1391,5450,18250
1392,3629,14067
1393,9077,2845
1394,19639,13513
1395,3879,6150
1396,7062,18622
1397,4816,3552
1398,636,3645
1399,14854,1368
1400,4739,4928
1401,6481,17832
1402,17903,5837
1403,11497,11259
1404,8138,18408
1405,18167,14928
1406,10736,377
1407,14426,9480
1408,177,15784
1409,17080,1645
1410,2120,4886
1411,374,2091
1412,14414,14131
1413,4862,13309
1414,12012,4584
1415,4120,15172
1416,4498,8571
1417,15193,5534
1418,16790,14914
1419,2333,15177
1420,12101,16097
1421,9719,3750
1422,6416,19209
1423,515,6528
1424,11282,5099
1425,6365,15016
1426,15142,13395
1427,11348,9156
1428,24,18154
1429,6393,2467
1430,10373,1682
1431,5298,6709
1432,3951,2798
1433,15263,6678
1434,4933,18512
1435,1443,6352
1436,9989,14746
1437,12118,15797
1438,11497,9625
1439,2120,14433
1440,15421,3798
1441,18431,7838
1442,8538,17537
1443,5918,12847
1444,2830,9427
1445,2112,17745
1446,3660,6134
1447,14072,18243
1448,11260,5451
1449,9719,2510
1450,11269,519
1451,601,18951
1452,11267,1215
1453,18380,7300
1454,7616,18440
1455,12018,7065
1456,18607,2041
1457,586,12699
1458,7671,130
1459,5762,18551
1460,7444,12515
1461,16344,5427
1462,7309,11609
1463,4857,10499
1464,2767,1188
1465,11794,4221
1466,19431,1256
1467,16647,19364
1468,17243,1424
1469,12376,9175
1470,279,936
1471,1944,4216
1472,18478,12627
1473,1012,14876
1474,9906,8305
1475,2505,19638
1476,2610,1366
1477,3919,1929
1478,7479,9156
1479,16566,18200
1480,8540,5076
1481,11920,19496
1482,2825,12913
1483,3447,14223
1484,13358,10165
1485,14854,16900
1486,2026,11367
1487,24,2045
1488,6106,3991
1489,1983,1798
1490,16454,8134
1491,7216,15438
1492,17792,15266
1493,785,13675
1494,12741,10649
1495,16509,5746
1496,12584,14272
1497,11282,17351
1498,7747,17516
1499,4657,3650
1500,12575,2119
1501,15211,10735
1502,13630,9858
1503,3210,16788
1504,10537,8914
1505,10519,16124
1506,17481,6967
1507,15220,14834
1508,151,13853
1509,8922,17081
1510,8324,6727
1511,5018,5037
1512,8864,741
1513,1443,6287
1514,10169,18549
1515,10510,15145
1516,1717,8561
1517,17207,2900
1518,16525,11644
1519,9633,389
1520,62,17571
1521,3901,13853
1522,7493,8348
1523,10733,12196
1524,1799,19561
1525,3411,3352
1526,8061,12305
1527,2765,8306
1528,1969,5551
1529,15075,2245
1530,10268,13709
1531,4656,4338
1532,11495,7371
1533,14327,7065
1534,9792,12008
1535,8279,2045
1536,19250,16648
1537,15119,15707
1538,2117,3966
1539,12052,14968
1540,8122,3080
1541,5405,9461
1542,5632,12479
1543,19610,9221
1544,18856,17343
1545,3649,12430
1546,13554,6828
1547,16676,6152
1548,5572,15082
1549,10874,16319
1550,1142,13793
1551,785,8198
1552,11247,17912
1553,10662,1155
1554,1335,16454
1555,15163,11643
1556,2890,5260
1557,3041,16854
1558,14691,2207
1559,4691,3834
1560,17242,13853
1561,3540,2561
1562,15936,8301
1563,17449,14704
1564,9381,9223
1565,5075,7279
1566,14559,11043
1567,8071,9461
1568,15219,5385
1569,6525,16528
1570,3878,4926
1571,17979,12297
1572,11631,7734
1573,16974,10326
1574,7559,18056
1575,17211,998
1576,18969,5759
1577,9457,6302
1578,12377,2045
1579,6820,14799
1580,11705,16207
1581,17005,7164
1582,17060,1591
1583,9122,4456
1584,9484,5097
1585,6366,315
1586,4424,13579
1587,15032,6648
1588,18037,18415
1589,6463,13853
1590,15243,10047
1591,5237,14619
1592,9119,16319
1593,3918,17337
1594,11012,8962
1595,13630,17699
1596,16783,931
1597,3932,6188
1598,9424,9157
1599,7827,14086
1600,18409,10203
1601,4479,10528
1602,16701,5946
1603,531,3848
1604,8045,19671
1605,19519,3437
1606,3515,4207
1607,15197,15776
1608,8103,15444
1609,785,3583
1610,10762,14326
1611,16062,11720
1612,15586,14247
1613,6,7075
1614,18355,14309
1615,12083,18935
1616,13540,18843
1617,19239,14057
1618,19265,12281
1619,19476,8722
1620,14874,6016
1621,14708,11163
1622,6101,11203
1623,11920,6728
1624,4120,16223
1625,12442,5175
1626,3177,9711
1627,2187,15617
1628,9238,5559
1629,10909,9374
1630,2504,4690
1631,5406,976
1632,3773,11308
1633,17626,2594
1634,18542,4710
1635,6549,16660
1636,18408,5898
1637,996,14785
1638,407,9507
1639,19403,2867
1640,15812,7019
1641,17603,8680
1642,16048,367
1643,3781,2547
1644,14944,11058
1645,1836,10206
1646,15959,2599
1647,12751,11043
1648,13706,2747
1649,3186,18437
1650,12881,1210
1651,8085,13603
1652,4166,19136
1653,7284,15348
1654,5498,8437
1655,10069,1991
1656,3640,15147
1657,13708,5026
1658,2766,7325
1659,3424,7671
1660,1436,12848
1661,785,7815
1662,11802,11163
1663,12731,8237
1664,3645,9210
1665,2704,17374
1666,6400,11844
1667,4724,14449
1668,15222,19297
1669,11008,10827
1670,8613,4885
1671,3482,801
1672,785,6513
1673,3623,11364
1674,16499,5887
1675,17902,12064
1676,3273,18147
1677,11386,18688
1678,2982,7006
1679,10274,18502
1680,7096,14608
1681,2443,14388
1682,19459,4533
