,node,label
634,634,1
635,635,5
636,636,1
637,637,2
638,638,2
639,639,1
640,640,1
641,641,0
642,642,0
643,643,0
644,644,3
645,645,2
646,646,1
647,647,0
648,648,1
649,649,0
650,650,0
651,651,0
652,652,3
653,653,5
654,654,0
655,655,1
656,656,0
657,657,5
658,658,1
659,659,0
660,660,0
661,661,0
662,662,5
663,663,0
664,664,4
665,665,1
666,666,0
667,667,0
668,668,1
669,669,1
670,670,1
671,671,0
672,672,4
673,673,1
674,674,0
675,675,0
676,676,0
677,677,2
678,678,0
679,679,2
680,680,1
681,681,5
682,682,0
683,683,1
684,684,1
685,685,1
686,686,1
687,687,1
688,688,1
689,689,4
690,690,0
691,691,0
692,692,0
693,693,4
694,694,1
695,695,5
696,696,3
697,697,1
698,698,1
699,699,1
700,700,1
701,701,1
702,702,2
703,703,0
704,704,5
705,705,5
706,706,1
707,707,1
708,708,1
709,709,2
710,710,2
711,711,1
712,712,2
713,713,4
714,714,1
715,715,5
716,716,5
717,717,1
718,718,0
719,719,0
720,720,0
721,721,0
722,722,0
723,723,3
724,724,3
725,725,1
726,726,0
727,727,1
728,728,1
729,729,0
730,730,0
731,731,0
732,732,4
733,733,0
734,734,0
735,735,0
736,736,0
737,737,0
738,738,1
739,739,3
740,740,4
741,741,0
742,742,1
743,743,2
744,744,1
745,745,1
746,746,1
747,747,1
748,748,1
749,749,1
750,750,0
751,751,0
752,752,0
753,753,0
754,754,4
755,755,1
756,756,2
757,757,0
758,758,0
759,759,0
760,760,0
761,761,0
762,762,2
763,763,1
764,764,0
765,765,2
766,766,5
767,767,0
768,768,1
769,769,4
770,770,4
771,771,1
772,772,1
773,773,1
774,774,2
775,775,0
776,776,2
777,777,1
778,778,0
779,779,1
780,780,2
781,781,2
782,782,4
783,783,2
784,784,2
785,785,0
786,786,0
787,787,0
788,788,0
789,789,3
790,790,0
791,791,1
792,792,0
793,793,4
794,794,0
795,795,5
796,796,0
797,797,1
798,798,4
799,799,1
800,800,1
801,801,4
802,802,4
803,803,1
804,804,1
805,805,1
806,806,0
807,807,0
808,808,0
809,809,0
810,810,5
811,811,0
812,812,1
813,813,4
814,814,0
815,815,0
816,816,0
817,817,0
818,818,5
819,819,1
820,820,5
821,821,0
822,822,0
823,823,4
824,824,0
825,825,1
826,826,3
827,827,1
828,828,1
829,829,1
830,830,2
831,831,4
832,832,4
833,833,4
834,834,0
835,835,0
836,836,0
837,837,0
838,838,3
839,839,1
840,840,0
841,841,1
842,842,1
843,843,0
844,844,1
845,845,2
846,846,0
847,847,0
848,848,0
849,849,0
850,850,0
851,851,5
852,852,5
853,853,5
854,854,0
855,855,0
856,856,3
857,857,5
858,858,5
859,859,4
860,860,0
861,861,0
862,862,4
863,863,0
864,864,0
865,865,0
866,866,0
867,867,2
868,868,0
869,869,0
870,870,5
871,871,1
872,872,0
873,873,1
874,874,0
875,875,0
876,876,1
877,877,0
878,878,2
879,879,0
880,880,2
881,881,4
882,882,1
883,883,1
884,884,4
885,885,0
886,886,4
887,887,4
888,888,1
889,889,3
890,890,3
891,891,4
892,892,0
893,893,0
894,894,2
895,895,4
896,896,2
897,897,4
898,898,0
899,899,1
900,900,0
901,901,1
902,902,1
903,903,1
904,904,1
905,905,1
906,906,1
907,907,0
908,908,5
909,909,4
910,910,1
911,911,1
912,912,3
913,913,4
914,914,1
915,915,5
916,916,3
917,917,2
918,918,1
919,919,0
920,920,1
921,921,1
922,922,1
923,923,0
924,924,4
925,925,0
926,926,5
927,927,5
928,928,0
929,929,1
930,930,0
931,931,0
932,932,0
933,933,0
934,934,1
935,935,0
936,936,0
937,937,0
938,938,0
939,939,0
940,940,3
941,941,0
942,942,0
943,943,0
944,944,5
945,945,0
946,946,1
947,947,2
948,948,3
949,949,3
950,950,0
951,951,0
952,952,1
953,953,1
954,954,0
955,955,0
956,956,1
957,957,0
958,958,1
959,959,0
960,960,2
961,961,5
962,962,0
963,963,4
964,964,0
965,965,0
966,966,3
967,967,1
968,968,5
969,969,5
970,970,0
971,971,2
972,972,2
973,973,0
974,974,1
975,975,0
976,976,1
977,977,1
978,978,2
979,979,0
980,980,0
981,981,0
982,982,0
983,983,0
984,984,0
985,985,3
986,986,0
987,987,1
988,988,0
989,989,0
990,990,0
991,991,4
992,992,1
993,993,4
994,994,0
995,995,0
996,996,0
997,997,4
998,998,1
999,999,1
1000,1000,1
1001,1001,2
1002,1002,0
1003,1003,0
1004,1004,1
1005,1005,1
1006,1006,1
1007,1007,1
1008,1008,1
1009,1009,0
1010,1010,0
1011,1011,4
1012,1012,1
1013,1013,2
1014,1014,4
1015,1015,2
1016,1016,2
1017,1017,3
1018,1018,4
1019,1019,4
1020,1020,0
1021,1021,2
1022,1022,1
1023,1023,2
1024,1024,0
1025,1025,3
1026,1026,4
1027,1027,4
1028,1028,2
1029,1029,2
1030,1030,3
1031,1031,5
1032,1032,0
1033,1033,4
1034,1034,4
1035,1035,2
1036,1036,1
1037,1037,2
1038,1038,2
1039,1039,4
1040,1040,2
1041,1041,2
1042,1042,2
1043,1043,2
1044,1044,3
1045,1045,5
1046,1046,2
1047,1047,2
1048,1048,2
1049,1049,2
1050,1050,4
1051,1051,5
1052,1052,4
1053,1053,4
1054,1054,2
1055,1055,4
1056,1056,2
1057,1057,4
1058,1058,2
1059,1059,4
1060,1060,2
1061,1061,1
1062,1062,1
1063,1063,4
1064,1064,5
1065,1065,0
1066,1066,4
1067,1067,2
1068,1068,2
1069,1069,0
1070,1070,2
1071,1071,4
1072,1072,4
1073,1073,1
1074,1074,3
1075,1075,1
1076,1076,2
1077,1077,0
1078,1078,2
1079,1079,0
1080,1080,4
1081,1081,2
1082,1082,4
1083,1083,2
1084,1084,0
1085,1085,4
1086,1086,2
1087,1087,0
1088,1088,2
1089,1089,2
1090,1090,2
1091,1091,4
1092,1092,0
1093,1093,4
1094,1094,5
1095,1095,4
1096,1096,5
1097,1097,5
1098,1098,2
1099,1099,4
1100,1100,2
1101,1101,2
1102,1102,2
1103,1103,0
1104,1104,3
1105,1105,2
1106,1106,2
1107,1107,2
1108,1108,5
1109,1109,2
1110,1110,4
1111,1111,4
1112,1112,3
1113,1113,5
1114,1114,1
1115,1115,1
1116,1116,2
1117,1117,2
1118,1118,4
1119,1119,2
1120,1120,3
1121,1121,5
1122,1122,2
1123,1123,4
1124,1124,5
1125,1125,2
1126,1126,0
1127,1127,2
1128,1128,5
1129,1129,4
1130,1130,4
1131,1131,1
1132,1132,2
1133,1133,2
1134,1134,3
1135,1135,2
1136,1136,2
1137,1137,4
1138,1138,2
1139,1139,4
1140,1140,4
1141,1141,2
1142,1142,2
1143,1143,4
1144,1144,1
1145,1145,4
1146,1146,2
1147,1147,4
1148,1148,2
1149,1149,5
1150,1150,2
1151,1151,5
1152,1152,2
1153,1153,4
1154,1154,3
1155,1155,1
1156,1156,4
1157,1157,4
1158,1158,5
1159,1159,2
1160,1160,3
1161,1161,2
1162,1162,4
1163,1163,2
1164,1164,4
1165,1165,1
1166,1166,4
1167,1167,1
1168,1168,4
1169,1169,1
1170,1170,2
1171,1171,4
1172,1172,4
1173,1173,2
1174,1174,2
1175,1175,4
1176,1176,2
1177,1177,1
1178,1178,5
1179,1179,4
1180,1180,2
1181,1181,3
1182,1182,5
1183,1183,5
1184,1184,1
1185,1185,5
1186,1186,5
1187,1187,4
1188,1188,5
1189,1189,4
1190,1190,2
1191,1191,1
1192,1192,2
1193,1193,3
1194,1194,4
1195,1195,4
1196,1196,2
1197,1197,1
1198,1198,5
1199,1199,1
1200,1200,2
1201,1201,5
1202,1202,5
1203,1203,1
1204,1204,4
1205,1205,0
1206,1206,2
1207,1207,1
1208,1208,4
1209,1209,1
1210,1210,2
1211,1211,0
1212,1212,1
1213,1213,3
1214,1214,5
1215,1215,5
1216,1216,0
1217,1217,5
1218,1218,5
1219,1219,1
1220,1220,3
1221,1221,5
1222,1222,1
1223,1223,5
1224,1224,5
1225,1225,2
1226,1226,1
1227,1227,4
1228,1228,2
1229,1229,1
1230,1230,1
1231,1231,1
1232,1232,5
1233,1233,0
1234,1234,1
1235,1235,5
1236,1236,2
1237,1237,3
1238,1238,1
1239,1239,1
1240,1240,0
1241,1241,1
1242,1242,2
1243,1243,5
1244,1244,1
1245,1245,4
1246,1246,2
1247,1247,1
1248,1248,2
1249,1249,1
1250,1250,2
1251,1251,2
1252,1252,5
1253,1253,2
1254,1254,4
1255,1255,2
1256,1256,2
1257,1257,1
1258,1258,5
1259,1259,5
1260,1260,3
1261,1261,2
1262,1262,2
1263,1263,5
1264,1264,1
1265,1265,5
1266,1266,5
1267,1267,1
1268,1268,2
1269,1269,4
1270,1270,5
1271,1271,4
1272,1272,1
1273,1273,1
1274,1274,4
1275,1275,2
1276,1276,5
1277,1277,4
1278,1278,4
1279,1279,1
1280,1280,5
1281,1281,1
1282,1282,1
1283,1283,1
1284,1284,1
1285,1285,5
1286,1286,2
1287,1287,0
1288,1288,4
1289,1289,2
1290,1290,1
1291,1291,5
1292,1292,5
1293,1293,5
1294,1294,2
1295,1295,2
1296,1296,4
1297,1297,3
1298,1298,5
1299,1299,5
1300,1300,5
1301,1301,5
1302,1302,2
1303,1303,5
1304,1304,4
1305,1305,1
1306,1306,5
1307,1307,2
1308,1308,5
1309,1309,2
1310,1310,4
1311,1311,2
1312,1312,4
1313,1313,1
1314,1314,4
1315,1315,4
1316,1316,4
1317,1317,5
1318,1318,4
1319,1319,4
1320,1320,2
1321,1321,2
1322,1322,1
1323,1323,4
1324,1324,5
1325,1325,5
1326,1326,1
1327,1327,4
1328,1328,0
1329,1329,4
1330,1330,1
1331,1331,1
1332,1332,5
1333,1333,5
1334,1334,1
1335,1335,1
1336,1336,1
1337,1337,5
1338,1338,5
1339,1339,1
1340,1340,5
1341,1341,5
1342,1342,4
1343,1343,0
1344,1344,5
1345,1345,1
1346,1346,5
1347,1347,2
1348,1348,3
1349,1349,1
1350,1350,4
1351,1351,1
1352,1352,2
1353,1353,3
1354,1354,4
1355,1355,3
1356,1356,3
1357,1357,4
1358,1358,3
1359,1359,4
1360,1360,4
1361,1361,5
1362,1362,2
1363,1363,4
1364,1364,4
1365,1365,4
1366,1366,4
1367,1367,4
1368,1368,3
1369,1369,4
1370,1370,4
1371,1371,2
1372,1372,4
1373,1373,2
1374,1374,1
1375,1375,4
1376,1376,4
1377,1377,5
1378,1378,4
1379,1379,3
1380,1380,4
1381,1381,1
1382,1382,5
1383,1383,1
1384,1384,3
1385,1385,4
1386,1386,3
1387,1387,1
1388,1388,0
1389,1389,2
1390,1390,2
1391,1391,2
1392,1392,2
1393,1393,2
1394,1394,2
1395,1395,1
1396,1396,2
1397,1397,1
1398,1398,4
1399,1399,4
1400,1400,3
1401,1401,2
1402,1402,2
1403,1403,2
1404,1404,2
1405,1405,2
1406,1406,4
1407,1407,4
1408,1408,4
1409,1409,4
1410,1410,1
1411,1411,2
1412,1412,3
1413,1413,0
1414,1414,3
1415,1415,3
1416,1416,2
1417,1417,2
1418,1418,5
1419,1419,1
1420,1420,0
1421,1421,5
1422,1422,5
1423,1423,5
1424,1424,1
1425,1425,2
1426,1426,2
1427,1427,2
1428,1428,4
1429,1429,4
1430,1430,1
1431,1431,3
1432,1432,5
1433,1433,5
1434,1434,5
1435,1435,5
1436,1436,5
1437,1437,0
1438,1438,4
1439,1439,2
1440,1440,2
1441,1441,4
1442,1442,2
1443,1443,3
1444,1444,2
1445,1445,2
1446,1446,5
1447,1447,5
1448,1448,5
1449,1449,2
1450,1450,2
1451,1451,4
1452,1452,5
1453,1453,5
1454,1454,1
1455,1455,5
1456,1456,5
1457,1457,5
1458,1458,4
1459,1459,3
1460,1460,1
1461,1461,5
1462,1462,3
1463,1463,5
1464,1464,1
1465,1465,5
1466,1466,2
1467,1467,1
1468,1468,2
1469,1469,5
1470,1470,5
1471,1471,1
1472,1472,2
1473,1473,2
1474,1474,1
1475,1475,2
1476,1476,3
1477,1477,0
1478,1478,2
1479,1479,2
1480,1480,2
1481,1481,2
1482,1482,5
1483,1483,4
1484,1484,5
1485,1485,2
1486,1486,4
1487,1487,5
1488,1488,5
1489,1489,3
1490,1490,5
1491,1491,2
1492,1492,4
1493,1493,4
1494,1494,2
1495,1495,4
1496,1496,0
1497,1497,2
1498,1498,2
1499,1499,2
1500,1500,2
1501,1501,5
1502,1502,5
1503,1503,5
1504,1504,3
1505,1505,5
1506,1506,2
1507,1507,2
1508,1508,2
1509,1509,2
1510,1510,4
1511,1511,1
1512,1512,4
1513,1513,4
1514,1514,3
1515,1515,1
1516,1516,4
1517,1517,1
1518,1518,5
1519,1519,5
1520,1520,0
1521,1521,1
1522,1522,4
1523,1523,4
1524,1524,4
1525,1525,2
1526,1526,1
1527,1527,0
1528,1528,2
1529,1529,2
1530,1530,5
1531,1531,2
1532,1532,2
1533,1533,2
1534,1534,3
1535,1535,3
1536,1536,2
1537,1537,2
1538,1538,2
1539,1539,2
1540,1540,5
1541,1541,5
1542,1542,5
1543,1543,1
1544,1544,2
1545,1545,2
1546,1546,2
1547,1547,2
1548,1548,4
1549,1549,5
1550,1550,5
1551,1551,2
1552,1552,5
1553,1553,1
1554,1554,5
1555,1555,2
1556,1556,2
1557,1557,4
1558,1558,4
1559,1559,3
1560,1560,3
1561,1561,4
1562,1562,2
1563,1563,4
1564,1564,3
1565,1565,4
1566,1566,0
1567,1567,0
1568,1568,1
1569,1569,4
1570,1570,2
1571,1571,5
1572,1572,5
1573,1573,2
1574,1574,4
1575,1575,5
1576,1576,0
1577,1577,3
1578,1578,5
1579,1579,2
1580,1580,5
1581,1581,4
1582,1582,5
1583,1583,4
1584,1584,4
1585,1585,4
1586,1586,1
1587,1587,1
1588,1588,1
1589,1589,5
1590,1590,5
1591,1591,4
1592,1592,1
1593,1593,1
1594,1594,4
1595,1595,4
1596,1596,4
1597,1597,1
1598,1598,1
1599,1599,2
1600,1600,2
1601,1601,2
1602,1602,2
1603,1603,5
1604,1604,2
1605,1605,2
1606,1606,2
1607,1607,2
1608,1608,2
1609,1609,5
1610,1610,4
1611,1611,2
1612,1612,5
1613,1613,2
1614,1614,2
1615,1615,2
1616,1616,2
1617,1617,5
1618,1618,5
1619,1619,4
1620,1620,2
1621,1621,0
1622,1622,2
1623,1623,2
1624,1624,4
1625,1625,4
1626,1626,5
1627,1627,4
1628,1628,1
1629,1629,4
1630,1630,2
1631,1631,4
1632,1632,2
1633,1633,2
1634,1634,2
1635,1635,1
1636,1636,2
1637,1637,4
1638,1638,3
1639,1639,2
1640,1640,4
1641,1641,4
1642,1642,1
1643,1643,4
1644,1644,1
1645,1645,5
1646,1646,2
1647,1647,2
1648,1648,5
1649,1649,1
1650,1650,1
1651,1651,4
1652,1652,0
1653,1653,4
1654,1654,3
1655,1655,5
1656,1656,5
1657,1657,4
1658,1658,4
1659,1659,2
1660,1660,1
1661,1661,2
1662,1662,1
1663,1663,4
1664,1664,1
1665,1665,4
1666,1666,4
1667,1667,1
1668,1668,1
1669,1669,5
1670,1670,5
1671,1671,5
1672,1672,2
1673,1673,2
1674,1674,5
1675,1675,0
1676,1676,5
1677,1677,1
1678,1678,1
1679,1679,2
1680,1680,4
1681,1681,4
1682,1682,2
1683,1683,5
1684,1684,2
1685,1685,2
1686,1686,4
1687,1687,2
1688,1688,2
1689,1689,4
1690,1690,2
1691,1691,4
1692,1692,3
1693,1693,2
1694,1694,3
1695,1695,2
1696,1696,4
1697,1697,4
1698,1698,5
1699,1699,1
1700,1700,4
1701,1701,2
1702,1702,5
1703,1703,5
1704,1704,5
1705,1705,5
1706,1706,5
1707,1707,2
1708,1708,5
1709,1709,5
1710,1710,4
1711,1711,5
1712,1712,5
1713,1713,5
1714,1714,1
1715,1715,4
1716,1716,4
1717,1717,4
1718,1718,1
1719,1719,5
1720,1720,2
1721,1721,4
1722,1722,0
1723,1723,2
1724,1724,1
1725,1725,2
1726,1726,4
1727,1727,4
1728,1728,4
1729,1729,3
1730,1730,2
1731,1731,4
1732,1732,4
1733,1733,4
1734,1734,4
1735,1735,4
1736,1736,4
1737,1737,4
1738,1738,4
1739,1739,5
1740,1740,1
1741,1741,1
1742,1742,4
1743,1743,4
1744,1744,4
1745,1745,4
1746,1746,3
1747,1747,2
1748,1748,1
1749,1749,5
1750,1750,2
1751,1751,2
1752,1752,1
1753,1753,1
1754,1754,3
1755,1755,5
1756,1756,2
1757,1757,3
1758,1758,0
1759,1759,4
1760,1760,5
1761,1761,1
1762,1762,2
1763,1763,2
1764,1764,5
1765,1765,5
1766,1766,1
1767,1767,4
1768,1768,4
1769,1769,2
1770,1770,0
1771,1771,0
1772,1772,5
1773,1773,2
1774,1774,5
1775,1775,2
1776,1776,2
1777,1777,5
1778,1778,4
1779,1779,1
1780,1780,4
1781,1781,1
1782,1782,0
1783,1783,1
1784,1784,5
1785,1785,5
1786,1786,2
1787,1787,4
1788,1788,1
1789,1789,4
1790,1790,2
1791,1791,3
1792,1792,5
1793,1793,5
1794,1794,5
1795,1795,4
1796,1796,1
1797,1797,4
1798,1798,2
1799,1799,1
1800,1800,3
1801,1801,2
1802,1802,2
1803,1803,4
1804,1804,2
1805,1805,5
1806,1806,1
1807,1807,1
1808,1808,2
1809,1809,2
1810,1810,4
1811,1811,5
1812,1812,2
1813,1813,2
1814,1814,2
1815,1815,4
1816,1816,4
1817,1817,2
1818,1818,2
1819,1819,5
1820,1820,5
1821,1821,1
1822,1822,4
1823,1823,4
1824,1824,4
1825,1825,5
1826,1826,4
1827,1827,5
1828,1828,2
1829,1829,1
1830,1830,2
1831,1831,5
1832,1832,1
1833,1833,2
1834,1834,5
1835,1835,5
1836,1836,5
1837,1837,5
1838,1838,5
1839,1839,5
1840,1840,4
1841,1841,5
1842,1842,0
1843,1843,0
1844,1844,0
1845,1845,5
1846,1846,5
1847,1847,2
1848,1848,0
1849,1849,0
1850,1850,1
1851,1851,2
1852,1852,1
1853,1853,5
1854,1854,5
1855,1855,4
1856,1856,1
1857,1857,3
1858,1858,3
1859,1859,3
1860,1860,2
1861,1861,5
1862,1862,3
1863,1863,1
1864,1864,2
1865,1865,4
1866,1866,2
1867,1867,2
1868,1868,0
1869,1869,4
1870,1870,5
1871,1871,5
1872,1872,5
1873,1873,4
1874,1874,3
1875,1875,2
1876,1876,4
1877,1877,5
1878,1878,5
1879,1879,0
1880,1880,2
1881,1881,0
1882,1882,2
1883,1883,1
1884,1884,1
1885,1885,2
1886,1886,5
1887,1887,0
1888,1888,0
1889,1889,5
1890,1890,5
1891,1891,1
1892,1892,3
1893,1893,2
1894,1894,2
1895,1895,1
1896,1896,2
1897,1897,1
1898,1898,1
1899,1899,1
1900,1900,5
1901,1901,5
1902,1902,2
1903,1903,0
1904,1904,4
1905,1905,4
1906,1906,5
1907,1907,1
1908,1908,2
1909,1909,2
1910,1910,2
1911,1911,2
1912,1912,2
1913,1913,3
1914,1914,2
1915,1915,2
1916,1916,5
1917,1917,5
1918,1918,5
1919,1919,4
1920,1920,4
1921,1921,1
1922,1922,5
1923,1923,4
1924,1924,2
1925,1925,5
1926,1926,5
1927,1927,2
1928,1928,2
1929,1929,5
1930,1930,2
1931,1931,4
1932,1932,2
1933,1933,0
1934,1934,4
1935,1935,0
1936,1936,0
1937,1937,1
1938,1938,1
1939,1939,2
1940,1940,5
1941,1941,4
1942,1942,4
1943,1943,2
1944,1944,5
1945,1945,5
1946,1946,4
1947,1947,4
1948,1948,1
1949,1949,1
1950,1950,2
1951,1951,1
1952,1952,3
1953,1953,5
1954,1954,5
1955,1955,5
1956,1956,1
1957,1957,4
1958,1958,2
1959,1959,2
1960,1960,5
1961,1961,4
1962,1962,4
1963,1963,4
1964,1964,5
1965,1965,3
1966,1966,4
1967,1967,2
1968,1968,4
1969,1969,1
1970,1970,4
1971,1971,4
1972,1972,4
1973,1973,4
1974,1974,5
1975,1975,4
1976,1976,1
1977,1977,3
1978,1978,4
1979,1979,1
1980,1980,5
1981,1981,3
1982,1982,0
1983,1983,0
1984,1984,2
1985,1985,4
1986,1986,2
1987,1987,2
1988,1988,2
1989,1989,1
1990,1990,2
1991,1991,1
1992,1992,3
1993,1993,3
1994,1994,5
1995,1995,4
1996,1996,4
1997,1997,4
